commune;department;dept_id;region;school_name
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général et technologique Edgar Quinet
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général et technologique Edgar Quinet
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général et technologique Edgar Quinet
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général et technologique Edgar Quinet
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Bourg-en-Bresse;Ain;D001;Auvergne-Rhône-Alpes;Lycée général Lalande
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Henri Martin
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Henri Martin
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Pierre de La Ramée
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Henri Martin
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Henri Martin
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Pierre de La Ramée
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Pierre de La Ramée
Saint-Quentin;Aisne;D002;Hauts-de-France;Lycée général et technologique Pierre de La Ramée
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée général Madame de Staël
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée polyvalent Paul Constans - Lycée des métiers scientifiques, industriels, administratifs et commerciaux
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée polyvalent Paul Constans - Lycée des métiers scientifiques, industriels, administratifs et commerciaux
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée polyvalent Paul Constans - Lycée des métiers scientifiques, industriels, administratifs et commerciaux
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée général Madame de Staël
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée polyvalent Paul Constans - Lycée des métiers scientifiques, industriels, administratifs et commerciaux
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée général Madame de Staël
Montluçon;Allier;D003;Auvergne-Rhône-Alpes;Lycée général Madame de Staël
Gap;Hautes-Alpes;D005;Provence-Alpes-Côte d'Azur;Lycée général et technologique Dominique Villars
Gap;Hautes-Alpes;D005;Provence-Alpes-Côte d'Azur;Lycée général et technologique Dominique Villars
Gap;Hautes-Alpes;D005;Provence-Alpes-Côte d'Azur;Lycée général et technologique Dominique Villars
Gap;Hautes-Alpes;D005;Provence-Alpes-Côte d'Azur;Lycée général et technologique Dominique Villars
Antibes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jacques Audiberti
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jules Ferry
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Honoré d'Estienne d'Orves
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Honoré d'Estienne d'Orves
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Ecole 2nd degré générale privée Michelet
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jules Ferry
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Ecole 2nd degré générale privée Michelet
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Carnot
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Carnot
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Honoré d'Estienne d'Orves
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Antibes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jacques Audiberti
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Carnot
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Carnot
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jules Ferry
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Honoré d'Estienne d'Orves
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Antibes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée d'enseignement général et technologique agricole d'Antibes
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jules Ferry
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jules Ferry
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Jules Ferry
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général Masséna
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique Les Eucalyptus
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Cannes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général et technologique privé Stanislas
Nice;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Ecole 2nd degré générale privée Michelet
Antibes;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée d'enseignement général et technologique agricole d'Antibes
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Valbonne;Alpes-Maritimes;D006;Provence-Alpes-Côte d'Azur;Lycée général International
Annonay;Ardèche;D007;Auvergne-Rhône-Alpes;Lycée général et technologique privé Saint Denis
Annonay;Ardèche;D007;Auvergne-Rhône-Alpes;Lycée général et technologique privé Saint Denis
Annonay;Ardèche;D007;Auvergne-Rhône-Alpes;Lycée général et technologique privé Saint Denis
Annonay;Ardèche;D007;Auvergne-Rhône-Alpes;Lycée général et technologique privé Saint Denis
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée polyvalent Marie de Champagne
Troyes;Aube;D010;Grand Est;Lycée polyvalent Marie de Champagne
Troyes;Aube;D010;Grand Est;Lycée polyvalent Les Lombards
Troyes;Aube;D010;Grand Est;Lycée polyvalent Les Lombards
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée polyvalent Marie de Champagne
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée polyvalent Les Lombards
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée général et technologique Chrestien de Troyes
Troyes;Aube;D010;Grand Est;Lycée polyvalent Marie de Champagne
Troyes;Aube;D010;Grand Est;Lycée polyvalent Les Lombards
Rodez;Aveyron;D012;Occitanie;Lycée général Ferdinand Foch
Rodez;Aveyron;D012;Occitanie;Lycée d'enseignement général et technologique agricole de Rodez-la-Roque
Rodez;Aveyron;D012;Occitanie;Lycée général Ferdinand Foch
Rodez;Aveyron;D012;Occitanie;Lycée général Ferdinand Foch
Rodez;Aveyron;D012;Occitanie;Lycée d'enseignement général et technologique agricole de Rodez-la-Roque
Rodez;Aveyron;D012;Occitanie;Lycée général Ferdinand Foch
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Saint Charles
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée POlyvalent du Rempart
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Marie Curie
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé La Nativité
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Ecole pratique (Ecole technologique privée)
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée Polyvalent Privé la Cadenelle
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée Polyvalent Privé la Cadenelle
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée Polyvalent Privé la Cadenelle
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Vauvenargues
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Saint Charles
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Saint-Exupéry
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée POlyvalent du Rempart
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Marie Curie
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Salon-de-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique l'Empéri
Salon-de-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique l'Empéri
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé Notre Dame de Sion
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Ecole pratique (Ecole technologique privée)
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Antonin Artaud
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Vauvenargues
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Vauvenargues
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Vauvenargues
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Saint Charles
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Saint-Exupéry
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Salon-de-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique l'Empéri
Salon-de-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique l'Empéri
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général privé La Nativité
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée militaire national
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;L.T.P. JEANNE PERRIMOND
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Paul Cézanne
Aix-en-Provence;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Vauvenargues
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Thiers
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Saint-Exupéry
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Saint-Exupéry
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée général et technologique Marie Curie
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
Marseille;Bouches-du-Rhône;D013;Provence-Alpes-Côte d'Azur;Lycée polyvalent Jean Perrin
