pob;dept_num;median;gini
Saint-Laurent-des-Bois;27555;24350;
Saint-Laurent-du-Tencement;27556;;
Saint-Léger-de-Rôtes;27557;23890;
Saint-Léger-du-Gennetey;27558;24890;
Saint-Luc;27560;25620;
Saint-Maclou;27561;24030;
Saint-Marcel;27562;24410;0.255
Saint-Mards-de-Blacarville;27563;24610;
Saint-Mards-de-Fresne;27564;23950;
Le Lesme;27565;21440;
Sainte-Marie-de-Vatimesnil;27567;23460;
Sainte-Marthe;27568;24320;
Saint-Martin-du-Tilleul;27569;25390;
Saint-Martin-la-Campagne;27570;;
Saint-Martin-Saint-Firmin;27571;23100;
Saint-Meslin-du-Bosc;27572;24930;
Sainte-Opportune-du-Bosc;27576;27320;
Sainte-Opportune-la-Mare;27577;24320;
Sainte-Marie-d'Attez;27578;22710;
Saint-Ouen-de-Pontcheuil;27579;;
Saint-Ouen-de-Thouberville;27580;25260;0.245
Saint-Ouen-du-Tilleul;27582;25710;
Saint-Paul-de-Fourques;27584;24110;
Saint-Philbert-sur-Boissey;27586;24840;
Saint-Philbert-sur-Risle;27587;21840;
Saint-Pierre-de-Bailleul;27589;27830;
Saint-Pierre-de-Cernières;27590;23690;
Saint-Pierre-de-Cormeilles;27591;23180;
Saint-Pierre-de-Salerne;27592;21310;
Saint-Pierre-des-Fleurs;27593;25540;
Saint-Pierre-des-Ifs;27594;23090;
Saint-Pierre-du-Bosguérard;27595;26090;
Saint-Pierre-du-Val;27597;26320;
Saint-Pierre-du-Vauvray;27598;24780;
Saint-Pierre-la-Garenne;27599;26070;
Saint-Samson-de-la-Roque;27601;24920;
Saint-Sébastien-de-Morsent;27602;23160;0.218
Saint-Siméon;27603;23140;
Saint-Sulpice-de-Grimbouville;27604;26370;
Saint-Sylvestre-de-Cormeilles;27605;23710;
Saint-Symphorien;27606;22840;
Saint-Victor-de-Chrétienville;27608;23930;
Saint-Victor-d'Épine;27609;23780;
Saint-Victor-sur-Avre;27610;;
Saint-Vigor;27611;24590;
Saint-Vincent-des-Bois;27612;25900;
Saint-Vincent-du-Boulay;27613;23630;
Sancourt;27614;21840;
Sassey;27615;27880;
La Saussaye;27616;26290;
Saussay-la-Campagne;27617;21000;
Sébécourt;27618;21720;
Selles;27620;22530;
Serez;27621;29850;
Serquigny;27622;20960;
Surtauville;27623;26710;
Surville;27624;26210;
Suzay;27625;21890;
Le Theil-Nolent;27627;21020;
Thiberville;27629;20380;
Thibouville;27630;22630;
Thierville;27631;22530;
Le Thil;27632;21470;
Les Thilliers-en-Vexin;27633;23150;
Le Thuit;27635;24450;
Le Thuit de l'Oison;27638;25220;0.205
Tilleul-Dame-Agnès;27640;22950;
Le Tilleul-Lambert;27641;25740;
Tillières-sur-Avre;27643;20970;
Tilly;27644;27990;
Tocqueville;27645;22650;
Le Torpt;27646;23630;
Touffreville;27649;23850;
Tournedos-Bois-Hubert;27650;25830;
Tourneville;27652;30760;
Tourville-la-Campagne;27654;25670;
Tourville-sur-Pont-Audemer;27655;23090;
Toutainville;27656;23440;
Le Tremblay-Omonville;27658;23500;
La Trinité;27659;31250;
La Trinité-de-Réville;27660;22300;
La Trinité-de-Thouberville;27661;28750;
Triqueville;27662;25210;
Le Troncq;27663;25700;
Le Tronquay;27664;24730;
Trouville-la-Haule;27665;24600;
La Vacherie;27666;25190;
Valailles;27667;23910;
Le Val-David;27668;27020;
Valletot;27669;22770;
Vandrimare;27670;23790;
Vannecrocq;27671;22810;
Vascœuil;27672;23870;
Vatteville;27673;22660;
Vaux-sur-Eure;27674;30340;
Venon;27677;24890;
Les Ventes;27678;25020;
Verneuil d'Avre et d'Iton;27679;20130;0.262
Verneusses;27680;20080;
Vernon;27681;20940;0.295
Vesly;27682;23930;
Vézillon;27683;23950;
Le Vieil-Évreux;27684;25400;
La Vieille-Lyre;27685;22220;
Vieux-Port;27686;;
Villegats;27689;28540;
Villers-en-Vexin;27690;24630;
Villers-sur-le-Roule;27691;24750;
Villettes;27692;24370;
Sylvains-Lès-Moulins;27693;26110;
Villez-sous-Bailleul;27694;27600;
Villez-sur-le-Neubourg;27695;25060;
Villiers-en-Désœuvre;27696;26580;
Vironvay;27697;30170;
Vitot;27698;24400;
Voiscreville;27699;25300;
Vraiville;27700;25020;
Val-de-Reuil;27701;17140;0.235
Abondant;28001;26810;0.212
Allainville;28003;27180;
Allonnes;28004;23830;
Alluyes;28005;23000;
Amilly;28006;25110;
Anet;28007;24220;0.251
Ardelles;28008;24220;
Ardelu;28009;;
Argenvilliers;28010;22810;
Commune nouvelle d'Arrou;28012;21350;0.232
Aunay-sous-Auneau;28013;25610;
Aunay-sous-Crécy;28014;23230;
Auneau-Bleury-Saint-Symphorien;28015;23530;0.22
Les Autels-Villevillon;28016;20090;
Authon-du-Perche;28018;21800;
Baigneaux;28019;25420;
Bailleau-le-Pin;28021;24120;
Bailleau-l'Évêque;28022;26820;
Bailleau-Armenonville;28023;27620;
Barjouville;28024;26310;
Barmainville;28025;27300;
Baudreville;28026;23710;
La Bazoche-Gouet;28027;20480;
Bazoches-en-Dunois;28028;23640;
Bazoches-les-Hautes;28029;21530;
Beauche;28030;23380;
Beaumont-les-Autels;28031;21830;
Beauvilliers;28032;23690;
Belhomert-Guéhouville;28033;21940;
Berchères-Saint-Germain;28034;26160;
Berchères-les-Pierres;28035;26100;
Berchères-sur-Vesgre;28036;28100;
Bérou-la-Mulotière;28037;23410;
Béthonvilliers;28038;;
Béville-le-Comte;28039;24510;
Billancelles;28040;24950;
Blandainville;28041;23690;
Boissy-en-Drouais;28045;26140;
Boissy-lès-Perche;28046;25190;
Boisville-la-Saint-Père;28047;23350;
La Bourdinière-Saint-Loup;28048;24710;
Boncé;28049;25860;
Boncourt;28050;25730;
Bonneval;28051;22400;0.234
Bouglainval;28052;27750;
Le Boullay-les-Deux-Églises;28053;25540;
Le Boullay-Mivoye;28054;24830;
Le Boullay-Thierry;28055;25950;
Boutigny-Prouais;28056;29980;
Bouville;28057;22800;
Bréchamps;28058;27160;
Brezolles;28059;19660;
Briconville;28060;24760;
Brou;28061;20500;0.238
Broué;28062;26850;
Bû;28064;26320;0.214
Bullainville;28065;23700;
Cernay;28067;;
Challet;28068;25090;
Champhol;28070;26790;0.283
Champrond-en-Gâtine;28071;21210;
Champrond-en-Perchet;28072;24150;
Champseru;28073;28070;
La Chapelle-d'Aunainville;28074;26490;
La Chapelle-du-Noyer;28075;23410;
La Chapelle-Forainvilliers;28076;26720;
La Chapelle-Fortin;28077;23700;
Chapelle-Guillaume;28078;20650;
Chapelle-Royale;28079;21540;
Charbonnières;28080;22020;
Charonville;28081;23600;
Charpont;28082;27520;
Chartainvilliers;28084;27170;
Chartres;28085;22770;0.303
Chassant;28086;21440;
Châtaincourt;28087;26510;
Châteaudun;28088;19300;0.268
Châteauneuf-en-Thymerais;28089;21400;0.208
Les Châtelets;28090;24910;
Les Châtelliers-Notre-Dame;28091;23960;
Châtenay;28092;24760;
Chaudon;28094;25520;
Chauffours;28095;25610;
La Chaussée-d'Ivry;28096;26030;
Cherisy;28098;25810;
Chuisnes;28099;24340;
Cintray;28100;25180;
Clévilliers;28102;25560;
Cloyes-les-Trois-Rivières;28103;22660;0.236
Coltainville;28104;26600;
Combres;28105;21870;
Conie-Molitard;28106;24100;
Corancez;28107;26530;
Cormainville;28108;23770;
Les Corvées-les-Yys;28109;23680;
Le Coudray;28110;26390;0.247
Coudray-au-Perche;28111;22390;
Coulombs;28113;26630;
Courbehaye;28114;22870;
Courville-sur-Eure;28116;22300;0.221
Crécy-Couvé;28117;23650;
Croisilles;28118;28940;
La Croix-du-Perche;28119;22770;
Crucey-Villages;28120;23870;
Dambron;28121;;
Dammarie;28122;25700;
Dampierre-sous-Brou;28123;21830;
Dampierre-sur-Avre;28124;24570;
Dancy;28126;24280;
Dangeau;28127;22940;
Dangers;28128;24540;
Denonville;28129;25800;
Digny;28130;23270;
Donnemain-Saint-Mamès;28132;22170;
Dreux;28134;18250;0.271
Droue-sur-Drouette;28135;30000;
Écluzelles;28136;27760;
Écrosnes;28137;28190;
Épeautrolles;28139;25440;
Épernon;28140;23440;0.242
Ermenonville-la-Grande;28141;28140;
Ermenonville-la-Petite;28142;25130;
Escorpain;28143;26370;
Les Étilleux;28144;23470;
Faverolles;28146;28220;
Favières;28147;24080;
Le Favril;28148;24440;
La Ferté-Vidame;28149;20400;
Fessanvilliers-Mattanvilliers;28151;20260;
Flacey;28153;23790;
Fontaine-la-Guyon;28154;25770;
Fontaine-les-Ribouts;28155;25160;
Fontaine-Simon;28156;22150;
Fontenay-sur-Conie;28157;24000;
Fontenay-sur-Eure;28158;28410;
La Framboisière;28159;22850;
Francourville;28160;25090;
Frazé;28161;22040;
Fresnay-le-Comte;28162;24070;
Fresnay-le-Gilmert;28163;27240;
Fresnay-l'Évêque;28164;21540;
Friaize;28166;22880;
Fruncé;28167;25340;
Gallardon;28168;24170;0.219
Garancières-en-Beauce;28169;25490;
Garancières-en-Drouais;28170;26040;
Garnay;28171;25280;
Gas;28172;28040;
Gasville-Oisème;28173;27060;
La Gaudaine;28175;25330;
Le Gault-Saint-Denis;28176;24260;
Gellainville;28177;25530;
Germainville;28178;27700;
Gilles;28180;28030;
Gohory;28182;23630;
Gommerville;28183;24420;
Gouillons;28184;23310;
Goussainville;28185;27040;
Guainville;28187;28860;
Le Gué-de-Longroi;28188;27230;
Guilleville;28189;24310;
Guillonville;28190;23140;
Hanches;28191;27330;0.204
Happonvilliers;28192;22290;
Havelu;28193;32040;
Houville-la-Branche;28194;28540;
Houx;28195;27360;
Illiers-Combray;28196;21440;0.24
Intréville;28197;25640;
Jallans;28198;22970;
Janville-en-Beauce;28199;22530;0.233
Jaudrais;28200;23360;
Jouy;28201;26710;0.336
Lamblore;28202;22340;
Landelles;28203;25040;
Laons;28206;22100;
Léthuin;28207;25760;
Levainville;28208;27210;
Lèves;28209;25170;0.238
Levesville-la-Chenard;28210;21510;
Logron;28211;23200;
Loigny-la-Bataille;28212;25280;
Lormaye;28213;25270;
La Loupe;28214;19340;0.232
Louville-la-Chenard;28215;25430;
Louvilliers-en-Drouais;28216;26220;
Louvilliers-lès-Perche;28217;21630;
Lucé;28218;19390;0.234
Luigny;28219;21480;
Luisant;28220;25250;0.28
Lumeau;28221;25540;
Luplanté;28222;24580;
Luray;28223;23950;
Magny;28225;23860;
Maillebois;28226;23890;
Maintenon;28227;24930;0.233
Mainvilliers;28229;20670;0.256
Maisons;28230;24430;
La Mancelière;28231;23940;
Manou;28232;22410;
Marboué;28233;22630;
Marchéville;28234;23880;
Marchezais;28235;27950;
Arcisses;28236;23190;0.233
Marolles-les-Buis;28237;22500;
Marville-Moutiers-Brûlé;28239;25790;
Meaucé;28240;21650;
Méréglise;28242;23300;
Mérouville;28243;25990;
Meslay-le-Grenet;28245;26990;
Meslay-le-Vidame;28246;25440;
Le Mesnil-Simon;28247;26560;
Le Mesnil-Thomas;28248;21450;
Mévoisins;28249;27120;
Mézières-en-Drouais;28251;26350;
Miermaigne;28252;22280;
Mignières;28253;26410;
Mittainvilliers-Vérigny;28254;24850;
Moinville-la-Jeulin;28255;25090;
Moléans;28256;25050;
Mondonville-Saint-Jean;28257;;
Montboissier;28259;23730;
Montharville;28260;;
Montigny-le-Chartif;28261;22750;
Montigny-sur-Avre;28263;23860;
Montireau;28264;22820;
Montlandon;28265;22630;
Montreuil;28267;25680;
Morainville;28268;;
Morancez;28269;25840;
Moriers;28270;23700;
Morvilliers;28271;23340;
Mottereau;28272;22090;
Moulhard;28273;23490;
Moutiers;28274;22940;
Néron;28275;26560;
Neuvy-en-Beauce;28276;23480;
Neuvy-en-Dunois;28277;24170;
Nogent-le-Phaye;28278;27920;
Nogent-le-Roi;28279;22780;0.221
Nogent-le-Rotrou;28280;21140;0.246
Nogent-sur-Eure;28281;26030;
Nonvilliers-Grandhoux;28282;23380;
Nottonville;28283;23510;
Oinville-Saint-Liphard;28284;25230;
Oinville-sous-Auneau;28285;26730;
Ollé;28286;24270;
Orgères-en-Beauce;28287;21260;
Ormoy;28289;25920;
Orrouer;28290;24230;
Ouarville;28291;22830;
Ouerre;28292;27850;
Oulins;28293;25390;
Oysonville;28294;25140;
Péronville;28296;22770;
Pierres;28298;26290;0.2
Les Pinthières;28299;25130;
Poinville;28300;22900;
Poisvilliers;28301;27680;
Pontgouin;28302;22720;
Poupry;28303;;
Prasville;28304;23390;
Pré-Saint-Évroult;28305;23470;
Pré-Saint-Martin;28306;24700;
Prudemanche;28308;24600;
Prunay-le-Gillon;28309;25700;
La Puisaye;28310;22070;
Puiseux;28312;25390;
Réclainville;28313;26560;
Les Ressuintes;28314;24910;
Revercourt;28315;;
Rohaire;28316;22150;
Roinville;28317;24570;
Rouvray-Saint-Denis;28319;25110;
Rouvres;28321;27020;
Rueil-la-Gadelière;28322;23140;
Saint-Ange-et-Torçay;28323;24280;
Saint-Arnoult-des-Bois;28324;24970;
Saint-Aubin-des-Bois;28325;25680;
Saint-Avit-les-Guespières;28326;23820;
Saint-Bomer;28327;20850;
Saint-Christophe;28329;25230;
Villemaury;28330;22310;
Saintigny;28331;22860;
Sainte-Gemme-Moronval;28332;26470;
Saint-Denis-des-Puits;28333;22080;
Saint-Denis-Lanneray;28334;23320;0.226
Saint-Éliph;28335;22490;
Saint-Éman;28336;;
Saint-Georges-sur-Eure;28337;25440;0.212
Saint-Germain-le-Gaillard;28339;27200;
Saint-Jean-de-Rebervilliers;28341;26210;
Saint-Jean-Pierre-Fixte;28342;24440;
Saint-Laurent-la-Gâtine;28343;29160;
Saint-Léger-des-Aubées;28344;25850;
Saint-Lubin-de-Cravant;28346;;
Saint-Lubin-de-la-Haye;28347;28620;
Saint-Lubin-des-Joncherets;28348;21300;0.221
Saint-Lucien;28349;32260;
Saint-Luperce;28350;24980;
Saint-Maixme-Hauterive;28351;25570;
Saint-Martin-de-Nigelles;28352;28920;
Saint-Maur-sur-le-Loir;28353;24590;
Saint-Maurice-Saint-Germain;28354;23400;
Saint-Ouen-Marchefroy;28355;29700;
Saint-Piat;28357;26940;
Saint-Prest;28358;28640;0.259
Saint-Rémy-sur-Avre;28359;21610;0.214
Saint-Sauveur-Marville;28360;24920;
Saint-Victor-de-Buthon;28362;23150;
Sainville;28363;24930;
Sancheville;28364;22200;
Sandarville;28365;24930;
Santeuil;28366;24170;
Santilly;28367;23790;
La Saucelle;28368;22230;
Saulnières;28369;23180;
Saumeray;28370;23180;
Saussay;28371;24180;
Senantes;28372;28330;
Senonches;28373;21450;0.24
Serazereux;28374;25380;
Serville;28375;25130;
Sorel-Moussel;28377;25620;
Souancé-au-Perche;28378;23920;
Soulaires;28379;26420;
Sours;28380;26180;
Terminiers;28382;22970;
Theuville;28383;24300;
Le Thieulin;28385;23440;
Thimert-Gâtelles;28386;23540;
Thiron-Gardais;28387;20520;
Thivars;28388;25990;
Thiville;28389;24070;
Tillay-le-Péneux;28390;21540;
Toury;28391;22110;0.213
Trancrainville;28392;26660;
Tremblay-les-Villages;28393;24660;0.271
Tréon;28394;24460;
Trizay-Coutretot-Saint-Serge;28395;24600;
Trizay-lès-Bonneval;28396;23470;
Umpeau;28397;25830;
Unverre;28398;23420;
Varize;28400;27730;
Vaupillon;28401;23710;
Ver-lès-Chartres;28403;29090;
Vernouillet;28404;19570;0.247
Vert-en-Drouais;28405;25030;
Éole-en-Beauce;28406;23910;
Vichères;28407;22370;
Vierville;28408;21350;
Vieuvicq;28409;23870;
Villampuy;28410;23100;
Villars;28411;23390;
Villebon;28414;;
Villemeux-sur-Eure;28415;25500;
Villiers-le-Morhier;28417;26880;
Villiers-Saint-Orien;28418;25770;
Vitray-en-Beauce;28419;23190;
Voise;28421;24050;
Les Villages Vovéens;28422;21970;0.224
Yermenonville;28423;29500;
Yèvres;28424;23170;
Ymeray;28425;26690;
Ymonville;28426;23910;
Argol;29001;21310;
Arzano;29002;21650;
Audierne;29003;22370;0.25
Bannalec;29004;22010;0.205
Baye;29005;24410;
Bénodet;29006;27160;0.327
Berrien;29007;20530;
Beuzec-Cap-Sizun;29008;23050;
Bodilis;29010;23220;
Bohars;29011;28470;0.244
Bolazec;29012;17410;
Botmeur;29013;20800;
Botsorhel;29014;19870;
Bourg-Blanc;29015;24340;0.211
Brasparts;29016;19870;
Brélès;29017;23890;
Brennilis;29018;19170;
Brest;29019;21420;0.27
Briec;29020;21910;0.203
Plounéour-Brignogan-plages;29021;23120;0.257
Camaret-sur-Mer;29022;23000;0.236
Carantec;29023;27360;0.337
Carhaix-Plouguer;29024;21180;0.242
Cast;29025;22050;
Châteaulin;29026;21880;0.231
Châteauneuf-du-Faou;29027;20890;0.232
Cléden-Cap-Sizun;29028;20620;
Cléden-Poher;29029;22140;
Cléder;29030;23190;0.231
Clohars-Carnoët;29031;25420;0.241
Clohars-Fouesnant;29032;24820;0.251
Le Cloître-Pleyben;29033;19950;
Le Cloître-Saint-Thégonnec;29034;20490;
Coat-Méal;29035;23690;
Collorec;29036;18960;
Combrit;29037;26210;0.256
Commana;29038;20170;
Concarneau;29039;23590;0.273
Le Conquet;29040;26430;0.254
Coray;29041;21930;
Crozon;29042;23350;0.242
Daoulas;29043;25810;
Dinéault;29044;21940;
Dirinon;29045;25820;0.209
Douarnenez;29046;22000;0.253
Le Drennec;29047;23370;
Edern;29048;23250;0.202
Elliant;29049;22910;0.211
Ergué-Gabéric;29051;24500;0.197
Le Faou;29053;23560;
La Feuillée;29054;18730;
Le Folgoët;29055;23200;0.205
La Forest-Landerneau;29056;26610;0.192
La Forêt-Fouesnant;29057;26860;0.304
Fouesnant;29058;26760;0.254
Garlan;29059;23750;
Gouesnach;29060;25550;0.243
Gouesnou;29061;26020;0.261
Gouézec;29062;22080;
Goulien;29063;21290;
Goulven;29064;24150;
Gourlizon;29065;22550;
Guengat;29066;23910;
Guerlesquin;29067;20470;
Guiclan;29068;22560;0.2
Guilers;29069;24640;0.203
Guiler-sur-Goyen;29070;22130;
Guilligomarc'h;29071;20810;
Guilvinec;29072;22440;0.235
Guimaëc;29073;22520;
Guimiliau;29074;21650;
Guipavas;29075;25310;0.244
Milizac-Guipronvel;29076;24450;0.212
Guissény;29077;22410;0.221
Hanvec;29078;24130;0.218
Henvic;29079;22220;
Hôpital-Camfrout;29080;25820;0.201
Huelgoat;29081;21380;
Île-de-Batz;29082;23080;
Île-de-Sein;29083;;
Île-Molène;29084;;
Île-Tudy;29085;26690;
Irvillac;29086;23990;
Le Juch;29087;22380;
Kergloff;29089;23530;
Kerlaz;29090;24040;
Kerlouan;29091;22300;0.24
Kernilis;29093;22100;
Kernouës;29094;23810;
Kersaint-Plabennec;29095;24820;
Lampaul-Guimiliau;29097;22710;
Lampaul-Plouarzel;29098;24270;0.206
Lampaul-Ploudalmézeau;29099;25050;
Lanarvily;29100;25210;
Landéda;29101;26170;0.255
Landeleau;29102;20460;
Landerneau;29103;23300;0.229
Landévennec;29104;21970;
Landivisiau;29105;21800;0.26
Landrévarzec;29106;23330;
Landudal;29107;22770;
Landudec;29108;21840;
Landunvez;29109;25730;
Langolen;29110;23230;
Lanhouarneau;29111;21030;
Lanildut;29112;25910;
Lanmeur;29113;22720;0.218
Lannéanou;29114;20380;
Lannédern;29115;18760;
Lanneuffret;29116;22740;
Lannilis;29117;23200;0.213
Lanrivoaré;29119;24710;
Lanvéoc;29120;22540;
Laz;29122;19360;
Lennon;29123;21850;
Lesneven;29124;22180;0.237
Leuhan;29125;19640;
Loc-Brévalaire;29126;24120;
Loc-Eguiner;29128;21750;
Locmaria-Plouzané;29130;27390;0.22
Locmélar;29131;21880;
Locquénolé;29132;26200;
Locquirec;29133;25730;
Locronan;29134;24240;
Loctudy;29135;25170;0.251
Locunolé;29136;21780;
Logonna-Daoulas;29137;25940;0.217
Lopérec;29139;21920;
Loperhet;29140;26590;0.23
Loqueffret;29141;18010;
Lothey;29142;22870;
Mahalon;29143;22800;
La Martyre;29144;22790;
Confort-Meilars;29145;22300;
Melgven;29146;23660;0.203
Mellac;29147;23760;0.191
Mespaul;29148;21880;
Moëlan-sur-Mer;29150;24460;0.231
Morlaix;29151;20930;0.258
Motreff;29152;22250;
Névez;29153;24360;0.255
Ouessant;29155;20790;
Pencran;29156;24330;0.196
Penmarch;29158;23090;0.242
Peumerit;29159;22200;
Plabennec;29160;24230;0.204
Pleuven;29161;24630;0.211
Pleyben;29162;21890;0.228
Pleyber-Christ;29163;22200;0.222
Plobannalec-Lesconil;29165;24310;0.235
Ploéven;29166;22340;
Plogastel-Saint-Germain;29167;23040;0.203
Plogoff;29168;20970;
Plogonnec;29169;22750;0.21
Plomelin;29170;25190;0.245
Plomeur;29171;22860;0.216
Plomodiern;29172;24020;0.245
Plonéis;29173;22630;0.183
Plonéour-Lanvern;29174;22980;0.212
Plonévez-du-Faou;29175;20440;0.242
Plonévez-Porzay;29176;23090;
Plouarzel;29177;25070;0.228
Ploudalmézeau;29178;24030;0.223
Ploudaniel;29179;23710;0.198
Ploudiry;29180;22480;
Plouédern;29181;24500;0.191
Plouégat-Guérand;29182;22540;
Plouégat-Moysan;29183;21520;
Plouénan;29184;21400;0.229
Plouescat;29185;22360;0.248
Plouezoc'h;29186;25020;
Plougar;29187;21790;
Plougasnou;29188;24370;0.248
Plougastel-Daoulas;29189;26580;0.267
Plougonvelin;29190;27290;0.251
Plougonven;29191;21950;0.206
Plougoulm;29192;23070;
Plougourvest;29193;22680;
Plouguerneau;29195;23660;0.215
Plouguin;29196;23120;0.191
Plouhinec;29197;22770;0.256
Plouider;29198;23210;
Plouigneau;29199;23330;0.212
Ploumoguer;29201;23710;0.212
Plounéour-Ménez;29202;19820;
Plounéventer;29204;23140;0.191
Plounévézel;29205;22640;
Plounévez-Lochrist;29206;21590;0.242
Plourin-lès-Morlaix;29207;23290;0.214
Plourin;29208;22930;
Plouvien;29209;23960;0.2
Plouvorn;29210;22530;0.226
Plouyé;29211;19520;
Plouzané;29212;24740;0.204
Plouzévédé;29213;21880;
Plovan;29214;23500;
Plozévet;29215;22340;0.232
Pluguffan;29216;23630;0.21
Pont-Aven;29217;22690;0.253
Pont-Croix;29218;21110;
Pont-l'Abbé;29220;22870;0.244
Porspoder;29221;25640;
Port-Launay;29222;22150;
Pouldergat;29224;22570;
Pouldreuzic;29225;22120;0.204
Poullan-sur-Mer;29226;22800;
Poullaouen;29227;21830;
Primelin;29228;22880;
Quéménéven;29229;21520;
Querrien;29230;21660;
Quimper;29232;22700;0.266
Quimperlé;29233;22440;0.222
Rédené;29234;24380;0.208
Le Relecq-Kerhuon;29235;26510;0.294
Riec-sur-Bélon;29236;23840;0.239
La Roche-Maurice;29237;24340;
Roscanvel;29238;24740;
Roscoff;29239;24680;0.289
Rosnoën;29240;23890;
Rosporden;29241;21710;0.192
Saint-Coulitz;29243;23390;
Saint-Derrien;29244;22210;
Saint-Divy;29245;25030;
Saint-Eloy;29246;20750;
Saint-Évarzec;29247;24800;0.216
Saint-Frégant;29248;23140;
Saint-Goazec;29249;20370;
Saint-Hernin;29250;20380;
Saint-Jean-du-Doigt;29251;23640;
Saint-Jean-Trolimon;29252;22680;
Saint-Martin-des-Champs;29254;22200;0.216
Saint-Méen;29255;22050;
Saint-Nic;29256;23150;
Saint-Pabu;29257;24010;0.223
Saint-Pol-de-Léon;29259;22260;0.253
Saint-Renan;29260;24930;0.207
Saint-Rivoal;29261;16970;
Saint-Sauveur;29262;20680;
Saint-Ségal;29263;23310;
Saint-Servais;29264;23070;
Sainte-Sève;29265;25040;
Saint-Thégonnec Loc-Eguiner;29266;22410;0.202
Saint-Thois;29267;21310;
Saint-Thonan;29268;25310;
Saint-Thurien;29269;21500;
Saint-Urbain;29270;25170;
Saint-Vougay;29271;21880;
Saint-Yvi;29272;23430;0.194
Santec;29273;24840;0.256
Scaër;29274;21360;0.2
Scrignac;29275;19540;
Sibiril;29276;23040;
Sizun;29277;21890;0.221
Spézet;29278;20600;
Taulé;29279;22830;0.238
Telgruc-sur-Mer;29280;24020;0.22
Tourch;29281;22410;
Trébabu;29282;25350;
Treffiagat;29284;24150;0.248
Tréflaouénan;29285;21940;
Tréflévénez;29286;23590;
Tréflez;29287;22790;
Trégarantec;29288;24990;
Trégarvan;29289;23190;
Tréglonou;29290;24820;
Trégourez;29291;21830;
Tréguennec;29292;23480;
Trégunc;29293;24820;0.256
Le Tréhou;29294;21530;
Trémaouézan;29295;24950;
Tréméoc;29296;24550;
Tréméven;29297;23000;0.185
Tréogat;29298;22220;
Tréouergat;29299;25590;
Le Trévoux;29300;23330;
Trézilidé;29301;22270;
Pont-de-Buis-lès-Quimerch;29302;21410;0.204
Afa;2A001;27250;0.26
Ajaccio;2A004;23320;0.307
Alata;2A006;27810;0.24
Albitreccia;2A008;26850;
Altagène;2A011;;
Ambiegna;2A014;;
Appietto;2A017;26500;
Arbellara;2A018;22340;
Arbori;2A019;;
Argiusta-Moriccio;2A021;;
Arro;2A022;;
Aullène;2A024;20160;
Azilone-Ampaza;2A026;18910;
Azzana;2A027;;
Balogna;2A028;16870;
Bastelica;2A031;22770;
Bastelicaccia;2A032;27450;0.263
Belvédère-Campomoro;2A035;23910;
Bilia;2A038;;
Bocognano;2A040;23650;
Bonifacio;2A041;22670;0.348
Calcatoggio;2A048;23120;
Campo;2A056;20230;
Cannelle;2A060;;
Carbini;2A061;;
Carbuccia;2A062;22170;
Cardo-Torgia;2A064;;
Cargèse;2A065;21490;
Cargiaca;2A066;;
Casaglione;2A070;22580;
Casalabriva;2A071;23480;
Cauro;2A085;26380;
Ciamannacce;2A089;;
Coggia;2A090;24900;
Cognocoli-Monticchi;2A091;21100;
Conca;2A092;19850;
Corrano;2A094;;
Coti-Chiavari;2A098;25460;
Cozzano;2A099;20680;
Cristinacce;2A100;;
Cuttoli-Corticchiato;2A103;25510;
Eccica-Suarella;2A104;27290;
Évisa;2A108;20170;
Figari;2A114;20620;
Foce;2A115;26190;
Forciolo;2A117;;
Fozzano;2A118;20520;
Frasseto;2A119;;
Giuncheto;2A127;;
Granace;2A128;;
Grossa;2A129;;
Grosseto-Prugna;2A130;26630;0.334
Guagno;2A131;;
Guargualé;2A132;;
Guitera-les-Bains;2A133;23950;
Lecci;2A139;23640;
Letia;2A141;19930;
Levie;2A142;20980;
Lopigna;2A144;;
Loreto-di-Tallano;2A146;;
Marignana;2A154;;
Mela;2A158;;
Moca-Croce;2A160;22180;
Monacia-d'Aullène;2A163;22110;
Murzo;2A174;;
Ocana;2A181;22250;
Olivese;2A186;19710;
Olmeto;2A189;22710;
Olmiccia;2A191;21880;
Orto;2A196;;
Osani;2A197;;
Ota;2A198;22590;
Palneca;2A200;16760;
Partinello;2A203;;
Pastricciola;2A204;;
Peri;2A209;25940;
Petreto-Bicchisano;2A211;21200;
Piana;2A212;22900;
Pianottoli-Caldarello;2A215;21730;
Pietrosella;2A228;28370;
Pila-Canale;2A232;22090;
Poggiolo;2A240;;
Porto-Vecchio;2A247;21560;0.347
Propriano;2A249;19650;0.311
Quasquara;2A253;;
Quenza;2A254;19510;
Renno;2A258;;
Rezza;2A259;;
Rosazia;2A262;;
Salice;2A266;;
Sampolo;2A268;;
Sari-Solenzara;2A269;20370;
Sari-d'Orcino;2A270;22070;
Sarrola-Carcopino;2A271;22590;0.236
Sartène;2A272;20130;0.302
Serra-di-Ferro;2A276;25310;
Serra-di-Scopamène;2A278;;
Serriera;2A279;;
Soccia;2A282;21050;
Sollacaro;2A284;23090;
Sorbollano;2A285;;
Sotta;2A288;23970;
Sant'Andréa-d'Orcino;2A295;24510;
San-Gavino-di-Carbini;2A300;25110;
Sainte-Lucie-de-Tallano;2A308;22600;
Santa-Maria-Figaniella;2A310;;
Santa-Maria-Siché;2A312;21890;
Tasso;2A322;;
